timestamp,level,spot_id,free_spots_on_floor,cars_entered_last_15,is_peak_hour,is_weekend,spot_distance_entrance,prob_occupied_per_min,estimated_time_avail_min,estimated_time_label
7/1/2025 19:50,LG,LG-H,5,22,1,0,1,0.607,1,<1 mins
7/1/2025 19:50,LG,LG-I,5,22,1,0,1,0.609,1,<1 mins
7/1/2025 19:50,LG,LG-J,5,22,1,0,4.1,0.425,3,<3 mins
7/1/2025 19:50,LG,LG-K,5,22,1,0,4.3,0.458,1,<1 mins
7/1/2025 19:50,LG,LG-L,5,22,1,0,4.5,0.416,2,<2 mins
7/1/2025 19:50,LG,LG-M,5,22,1,0,4.8,0.357,1,<1 mins
7/1/2025 19:55,L3,L3-A,8,20,1,0,2,0.509,1,<1 mins
7/1/2025 19:55,L3,L3-B,8,20,1,0,2.2,0.494,1,<1 mins
7/1/2025 19:55,L3,L3-C,8,20,1,0,2.4,0.447,2,<2 mins
7/1/2025 19:55,L3,L3-D,8,20,1,0,2.6,0.485,1,<1 mins
7/1/2025 19:55,L3,L3-E,8,20,1,0,1,0.591,3,<3 mins
7/1/2025 19:55,L3,L3-F,8,20,1,0,1,0.584,3,<3 mins
7/1/2025 19:55,L3,L3-G,8,20,1,0,3.2,0.491,5,<5 mins
7/1/2025 19:55,L3,L3-H,8,20,1,0,3.4,0.41,1,<1 mins
7/1/2025 19:55,L3,L3-I,8,20,1,0,3.6,0.412,3,<3 mins
7/1/2025 19:55,L3,L3-J,8,20,1,0,3.8,0.44,3,<3 mins
7/1/2025 19:55,L3,L3-K,8,20,1,0,4,0.372,2,<2 mins
7/1/2025 19:55,L3,L3-L,8,20,1,0,1,0.582,1,<1 mins
7/1/2025 19:55,L3,L3-M,8,20,1,0,1,0.584,1,<1 mins
7/1/2025 19:55,L3,L3-N,8,20,1,0,4.6,0.325,2,<2 mins
7/1/2025 19:55,L3,L3-O,8,20,1,0,4.8,0.354,3,<3 mins
7/1/2025 19:55,L2,L2-A,3,20,1,0,2,0.581,3,<3 mins
7/1/2025 19:55,L2,L2-B,3,20,1,0,2.2,0.552,2,<2 mins
7/1/2025 19:55,L2,L2-C,3,20,1,0,2.4,0.538,2,<2 mins
7/1/2025 19:55,L2,L2-D,3,20,1,0,1,0.58,3,<3 mins
7/1/2025 19:55,L2,L2-E,3,20,1,0,1,0.631,1,<1 mins
7/1/2025 19:55,L2,L2-F,3,20,1,0,3.1,0.521,1,<1 mins
7/1/2025 19:55,L2,L2-G,3,20,1,0,3.3,0.477,3,<3 mins
7/1/2025 19:55,L2,L2-H,3,20,1,0,3.5,0.471,4,<4 mins
7/1/2025 19:55,L2,L2-I,3,20,1,0,3.7,0.448,4,<4 mins
7/1/2025 19:55,L2,L2-J,3,20,1,0,3.9,0.427,4,<4 mins
7/1/2025 19:55,L2,L2-K,3,20,1,0,4.1,0.384,1,<1 mins
7/1/2025 19:55,L2,L2-L,3,20,1,0,1,0.629,1,<1 mins
7/1/2025 19:55,L2,L2-M,3,20,1,0,1,0.622,2,<2 mins
7/1/2025 19:55,L2,L2-N,3,20,1,0,4.8,0.362,1,<1 mins
7/1/2025 19:55,L1,L1-A,2,20,1,0,2,0.558,3,<3 mins
7/1/2025 19:55,L1,L1-B,2,20,1,0,1,0.629,2,<2 mins
7/1/2025 19:55,L1,L1-C,2,20,1,0,1,0.642,1,<1 mins
7/1/2025 19:55,L1,L1-D,2,20,1,0,2.8,0.481,4,<4 mins
7/1/2025 19:55,L1,L1-E,2,20,1,0,3.1,0.483,2,<2 mins
7/1/2025 19:55,L1,L1-F,2,20,1,0,3.4,0.48,2,<2 mins
7/1/2025 19:55,L1,L1-G,2,20,1,0,3.6,0.49,2,<2 mins
7/1/2025 19:55,L1,L1-H,2,20,1,0,1,0.631,3,<3 mins
7/1/2025 19:55,L1,L1-I,2,20,1,0,1,0.645,1,<1 mins
7/1/2025 19:55,L1,L1-J,2,20,1,0,1,0.61,1,<1 mins
7/1/2025 19:55,L1,L1-K,2,20,1,0,4.7,0.401,1,<1 mins
7/1/2025 19:55,GF,GF-A,2,20,1,0,2,0.578,1,<1 mins
7/1/2025 19:55,GF,GF-B,2,20,1,0,1,0.615,1,<1 mins
7/1/2025 19:55,GF,GF-C,2,20,1,0,1,0.636,3,<3 mins
7/1/2025 19:55,GF,GF-D,2,20,1,0,3.8,0.431,1,<1 mins
7/1/2025 19:55,GF,GF-E,2,20,1,0,4.4,0.428,1,<1 mins
7/1/2025 19:55,GF,GF-G,2,20,1,0,3.2,0.478,3,<3 mins
7/1/2025 19:55,GF,GF-H,2,20,1,0,1,0.608,4,<4 mins
7/1/2025 19:55,GF,GF-I,2,20,1,0,1,0.638,2,<2 mins
7/1/2025 19:55,GF,GF-J,2,20,1,0,1,0.624,2,<2 mins
7/1/2025 19:55,GF,GF-K,2,20,1,0,4.2,0.432,4,<4 mins
7/1/2025 19:55,LG,LG-A,6,20,1,0,2,0.552,1,<1 mins
7/1/2025 19:55,LG,LG-B,6,20,1,0,2.2,0.499,1,<1 mins
7/1/2025 19:55,LG,LG-C,6,20,1,0,2.5,0.554,3,<3 mins
7/1/2025 19:55,LG,LG-D,6,20,1,0,1,0.594,2,<2 mins
7/1/2025 19:55,LG,LG-E,6,20,1,0,1,0.594,2,<2 mins
7/1/2025 19:55,LG,LG-F,6,20,1,0,3.2,0.449,2,<2 mins
7/1/2025 19:55,LG,LG-G,6,20,1,0,3.4,0.462,4,<4 mins
7/1/2025 19:55,LG,LG-H,6,20,1,0,1,0.618,3,<3 mins
7/1/2025 19:55,LG,LG-I,6,20,1,0,1,0.597,1,<1 mins
7/1/2025 19:55,LG,LG-J,6,20,1,0,4.1,0.371,3,<3 mins
7/1/2025 19:55,LG,LG-K,6,20,1,0,4.3,0.405,2,<2 mins
7/1/2025 19:55,LG,LG-L,6,20,1,0,4.5,0.369,4,<4 mins
7/1/2025 19:55,LG,LG-M,6,20,1,0,4.8,0.378,4,<4 mins
7/1/2025 20:00,L3,L3-A,8,14,1,0,2,0.505,2,<2 mins
7/1/2025 20:00,L3,L3-B,8,14,1,0,2.2,0.457,2,<2 mins
7/1/2025 20:00,L3,L3-C,8,14,1,0,2.4,0.456,3,<3 mins
7/1/2025 20:00,L3,L3-D,8,14,1,0,2.6,0.44,3,<3 mins
7/1/2025 20:00,L3,L3-E,8,14,1,0,1,0.553,1,<1 mins
7/1/2025 20:00,L3,L3-F,8,14,1,0,1,0.526,1,<1 mins
7/1/2025 20:00,L3,L3-G,8,14,1,0,3.2,0.379,2,<2 mins
7/1/2025 20:00,L3,L3-H,8,14,1,0,3.4,0.424,2,<2 mins
7/1/2025 20:00,L3,L3-I,8,14,1,0,3.6,0.366,5,<5 mins
7/1/2025 20:00,L3,L3-J,8,14,1,0,3.8,0.35,2,<2 mins
7/1/2025 20:00,L3,L3-K,8,14,1,0,4,0.38,3,<3 mins
7/1/2025 20:00,L3,L3-L,8,14,1,0,1,0.541,3,<3 mins
7/1/2025 20:00,L3,L3-M,8,14,1,0,1,0.549,1,<1 mins
7/1/2025 20:00,L3,L3-N,8,14,1,0,4.6,0.27,3,<3 mins
7/1/2025 20:00,L3,L3-O,8,14,1,0,4.8,0.328,3,<3 mins
7/1/2025 20:00,L2,L2-A,3,14,1,0,2,0.525,1,<1 mins
7/1/2025 20:00,L2,L2-B,3,14,1,0,2.2,0.5,2,<2 mins
7/1/2025 20:00,L2,L2-C,3,14,1,0,2.4,0.48,2,<2 mins
7/1/2025 20:00,L2,L2-D,3,14,1,0,1,0.591,2,<2 mins
7/1/2025 20:00,L2,L2-E,3,14,1,0,1,0.604,2,<2 mins
7/1/2025 20:00,L2,L2-F,3,14,1,0,3.1,0.433,2,<2 mins
7/1/2025 20:00,L2,L2-G,3,14,1,0,3.3,0.44,4,<4 mins
7/1/2025 20:00,L2,L2-H,3,14,1,0,3.5,0.418,1,<1 mins
7/1/2025 20:00,L2,L2-I,3,14,1,0,3.7,0.423,1,<1 mins
7/1/2025 20:00,L2,L2-J,3,14,1,0,3.9,0.376,3,<3 mins
7/1/2025 20:00,L2,L2-K,3,14,1,0,4.1,0.409,2,<2 mins
7/1/2025 20:00,L2,L2-L,3,14,1,0,1,0.593,3,<3 mins
7/1/2025 20:00,L2,L2-M,3,14,1,0,1,0.599,1,<1 mins
7/1/2025 20:00,L2,L2-N,3,14,1,0,4.8,0.323,2,<2 mins
7/1/2025 20:00,L1,L1-A,1,14,1,0,2,0.544,1,<1 mins
7/1/2025 20:00,L1,L1-B,1,14,1,0,1,0.636,1,<1 mins
7/1/2025 20:00,L1,L1-C,1,14,1,0,1,0.613,3,<3 mins
7/1/2025 20:00,L1,L1-D,1,14,1,0,2.8,0.483,1,<1 mins
7/1/2025 20:00,L1,L1-E,1,14,1,0,3.1,0.447,2,<2 mins
7/1/2025 20:00,L1,L1-F,1,14,1,0,3.4,0.465,1,<1 mins
7/1/2025 20:00,L1,L1-G,1,14,1,0,3.6,0.394,3,<3 mins
7/1/2025 20:00,L1,L1-H,1,14,1,0,1,0.605,4,<4 mins
7/1/2025 20:00,L1,L1-I,1,14,1,0,1,0.566,2,<2 mins
7/1/2025 20:00,L1,L1-J,1,14,1,0,1,0.617,2,<2 mins
7/1/2025 20:00,L1,L1-K,1,14,1,0,4.7,0.358,4,<4 mins
7/1/2025 20:00,GF,GF-A,2,14,1,0,2,0.558,1,<1 mins
7/1/2025 20:00,GF,GF-B,2,14,1,0,1,0.573,1,<1 mins
7/1/2025 20:00,GF,GF-C,2,14,1,0,1,0.552,2,<2 mins
7/1/2025 20:00,GF,GF-D,2,14,1,0,3.8,0.394,3,<3 mins
7/1/2025 20:00,GF,GF-E,2,14,1,0,4.4,0.395,2,<2 mins
7/1/2025 20:00,GF,GF-G,2,14,1,0,3.2,0.449,4,<4 mins
7/1/2025 20:00,GF,GF-H,2,14,1,0,1,0.564,4,<4 mins
7/1/2025 20:00,GF,GF-I,2,14,1,0,1,0.572,3,<3 mins
7/1/2025 20:00,GF,GF-J,2,14,1,0,1,0.571,2,<2 mins
7/1/2025 20:00,GF,GF-K,2,14,1,0,4.2,0.4,4,<4 mins
7/1/2025 20:00,LG,LG-A,4,14,1,0,2,0.505,2,<2 mins
7/1/2025 20:00,LG,LG-B,4,14,1,0,2.2,0.525,2,<2 mins
7/1/2025 20:00,LG,LG-C,4,14,1,0,2.5,0.485,3,<3 mins
7/1/2025 20:00,LG,LG-D,4,14,1,0,1,0.577,4,<4 mins
7/1/2025 20:00,LG,LG-E,4,14,1,0,1,0.567,2,<2 mins
7/1/2025 20:00,LG,LG-F,4,14,1,0,3.2,0.413,2,<2 mins
7/1/2025 20:00,LG,LG-G,4,14,1,0,3.4,0.399,3,<3 mins
7/1/2025 20:00,LG,LG-H,4,14,1,0,1,0.545,2,<2 mins
7/1/2025 20:00,LG,LG-I,4,14,1,0,1,0.575,2,<2 mins
7/1/2025 20:00,LG,LG-J,4,14,1,0,4.1,0.352,4,<4 mins
7/1/2025 20:00,LG,LG-K,4,14,1,0,4.3,0.355,1,<1 mins
7/1/2025 20:00,LG,LG-L,4,14,1,0,4.5,0.325,5,<5 mins
7/1/2025 20:00,LG,LG-M,4,14,1,0,4.8,0.356,3,<3 mins
7/1/2025 20:05,L3,L3-A,8,17,1,0,2,0.496,3,<3 mins
7/1/2025 20:05,L3,L3-B,8,17,1,0,2.2,0.497,2,<2 mins
7/1/2025 20:05,L3,L3-C,8,17,1,0,2.4,0.472,4,<4 mins
7/1/2025 20:05,L3,L3-D,8,17,1,0,2.6,0.486,3,<3 mins
7/1/2025 20:05,L3,L3-E,8,17,1,0,1,0.565,1,<1 mins
7/1/2025 20:05,L3,L3-F,8,17,1,0,1,0.577,1,<1 mins
7/1/2025 20:05,L3,L3-G,8,17,1,0,3.2,0.408,1,<1 mins
7/1/2025 20:05,L3,L3-H,8,17,1,0,3.4,0.438,1,<1 mins
7/1/2025 20:05,L3,L3-I,8,17,1,0,3.6,0.409,2,<2 mins
7/1/2025 20:05,L3,L3-J,8,17,1,0,3.8,0.446,3,<3 mins
7/1/2025 20:05,L3,L3-K,8,17,1,0,4,0.339,4,<4 mins
7/1/2025 20:05,L3,L3-L,8,17,1,0,1,0.556,2,<2 mins
7/1/2025 20:05,L3,L3-M,8,17,1,0,1,0.55,2,<2 mins
7/1/2025 20:05,L3,L3-N,8,17,1,0,4.6,0.342,2,<2 mins
7/1/2025 20:05,L3,L3-O,8,17,1,0,4.8,0.316,3,<3 mins
7/1/2025 20:05,L2,L2-A,6,17,1,0,2,0.512,4,<4 mins
7/1/2025 20:05,L2,L2-B,6,17,1,0,2.2,0.535,1,<1 mins
7/1/2025 20:05,L2,L2-C,6,17,1,0,2.4,0.482,2,<2 mins
7/1/2025 20:05,L2,L2-D,6,17,1,0,1,0.623,5,<5 mins
7/1/2025 20:05,L2,L2-E,6,17,1,0,1,0.641,1,<1 mins
7/1/2025 20:05,L2,L2-F,6,17,1,0,3.1,0.462,1,<1 mins
7/1/2025 20:05,L2,L2-G,6,17,1,0,3.3,0.443,2,<2 mins
7/1/2025 20:05,L2,L2-H,6,17,1,0,3.5,0.44,5,<5 mins
7/1/2025 20:05,L2,L2-I,6,17,1,0,3.7,0.408,2,<2 mins
7/1/2025 20:05,L2,L2-J,6,17,1,0,3.9,0.381,3,<3 mins
7/1/2025 20:05,L2,L2-K,6,17,1,0,4.1,0.383,4,<4 mins
7/1/2025 20:05,L2,L2-L,6,17,1,0,1,0.598,1,<1 mins
7/1/2025 20:05,L2,L2-M,6,17,1,0,1,0.561,1,<1 mins
7/1/2025 20:05,L2,L2-N,6,17,1,0,4.8,0.371,3,<3 mins
7/1/2025 20:05,L1,L1-A,3,17,1,0,2,0.569,1,<1 mins
7/1/2025 20:05,L1,L1-B,3,17,1,0,1,0.555,2,<2 mins
7/1/2025 20:05,L1,L1-C,3,17,1,0,1,0.639,3,<3 mins
7/1/2025 20:05,L1,L1-D,3,17,1,0,2.8,0.475,1,<1 mins
7/1/2025 20:05,L1,L1-E,3,17,1,0,3.1,0.497,1,<1 mins
7/1/2025 20:05,L1,L1-F,3,17,1,0,3.4,0.465,1,<1 mins
7/1/2025 20:05,L1,L1-G,3,17,1,0,3.6,0.429,1,<1 mins
7/1/2025 20:05,L1,L1-H,3,17,1,0,1,0.632,2,<2 mins
7/1/2025 20:05,L1,L1-I,3,17,1,0,1,0.639,2,<2 mins
7/1/2025 20:05,L1,L1-J,3,17,1,0,1,0.645,3,<3 mins
7/1/2025 20:05,L1,L1-K,3,17,1,0,4.7,0.397,2,<2 mins
7/1/2025 20:05,GF,GF-A,0,17,1,0,2,0.563,1,<1 mins
7/1/2025 20:05,GF,GF-B,0,17,1,0,1,0.629,1,<1 mins
7/1/2025 20:05,GF,GF-C,0,17,1,0,1,0.644,2,<2 mins
7/1/2025 20:05,GF,GF-D,0,17,1,0,3.8,0.445,1,<1 mins
7/1/2025 20:05,GF,GF-E,0,17,1,0,4.4,0.414,2,<2 mins
7/1/2025 20:05,GF,GF-G,0,17,1,0,3.2,0.465,3,<3 mins
7/1/2025 20:05,GF,GF-H,0,17,1,0,1,0.625,4,<4 mins
7/1/2025 20:05,GF,GF-I,0,17,1,0,1,0.634,2,<2 mins
7/1/2025 20:05,GF,GF-J,0,17,1,0,1,0.654,2,<2 mins
7/1/2025 20:05,GF,GF-K,0,17,1,0,4.2,0.426,4,<4 mins
7/1/2025 20:05,LG,LG-A,4,17,1,0,2,0.532,5,<5 mins
7/1/2025 20:05,LG,LG-B,4,17,1,0,2.2,0.499,2,<2 mins
7/1/2025 20:05,LG,LG-C,4,17,1,0,2.5,0.486,2,<2 mins
7/1/2025 20:05,LG,LG-D,4,17,1,0,1,0.604,1,<1 mins
7/1/2025 20:05,LG,LG-E,4,17,1,0,1,0.623,2,<2 mins
7/1/2025 20:05,LG,LG-F,4,17,1,0,3.2,0.436,1,<1 mins
7/1/2025 20:05,LG,LG-G,4,17,1,0,3.4,0.454,2,<2 mins
7/1/2025 20:05,LG,LG-H,4,17,1,0,1,0.584,1,<1 mins
7/1/2025 20:05,LG,LG-I,4,17,1,0,1,0.582,1,<1 mins
7/1/2025 20:05,LG,LG-J,4,17,1,0,4.1,0.417,3,<3 mins
7/1/2025 20:05,LG,LG-K,4,17,1,0,4.3,0.374,2,<2 mins
7/1/2025 20:05,LG,LG-L,4,17,1,0,4.5,0.366,3,<3 mins
7/1/2025 20:05,LG,LG-M,4,17,1,0,4.8,0.327,1,<1 mins
7/1/2025 20:10,L3,L3-A,7,14,1,0,2,0.466,3,<3 mins
7/1/2025 20:10,L3,L3-B,7,14,1,0,2.2,0.464,4,<4 mins
7/1/2025 20:10,L3,L3-C,7,14,1,0,2.4,0.445,2,<2 mins
7/1/2025 20:10,L3,L3-D,7,14,1,0,2.6,0.438,3,<3 mins
7/1/2025 20:10,L3,L3-E,7,14,1,0,1,0.565,2,<2 mins
7/1/2025 20:10,L3,L3-F,7,14,1,0,1,0.503,3,<3 mins
7/1/2025 20:10,L3,L3-G,7,14,1,0,3.2,0.386,2,<2 mins
7/1/2025 20:10,L3,L3-H,7,14,1,0,3.4,0.407,1,<1 mins
7/1/2025 20:10,L3,L3-I,7,14,1,0,3.6,0.404,2,<2 mins
7/1/2025 20:10,L3,L3-J,7,14,1,0,3.8,0.412,3,<3 mins
7/1/2025 20:10,L3,L3-K,7,14,1,0,4,0.39,4,<4 mins
7/1/2025 20:10,L3,L3-L,7,14,1,0,1,0.531,1,<1 mins
7/1/2025 20:10,L3,L3-M,7,14,1,0,1,0.546,1,<1 mins
7/1/2025 20:10,L3,L3-N,7,14,1,0,4.6,0.35,3,<3 mins
7/1/2025 20:10,L3,L3-O,7,14,1,0,4.8,0.3,2,<2 mins
7/1/2025 20:10,L2,L2-A,3,14,1,0,2,0.497,3,<3 mins
7/1/2025 20:10,L2,L2-B,3,14,1,0,2.2,0.52,1,<1 mins
7/1/2025 20:10,L2,L2-C,3,14,1,0,2.4,0.515,2,<2 mins
7/1/2025 20:10,L2,L2-D,3,14,1,0,1,0.554,4,<4 mins
7/1/2025 20:10,L2,L2-E,3,14,1,0,1,0.565,2,<2 mins
7/1/2025 20:10,L2,L2-F,3,14,1,0,3.1,0.461,3,<3 mins
7/1/2025 20:10,L2,L2-G,3,14,1,0,3.3,0.447,1,<1 mins
7/1/2025 20:10,L2,L2-H,3,14,1,0,3.5,0.461,3,<3 mins
7/1/2025 20:10,L2,L2-I,3,14,1,0,3.7,0.424,1,<1 mins
7/1/2025 20:10,L2,L2-J,3,14,1,0,3.9,0.383,3,<3 mins
7/1/2025 20:10,L2,L2-K,3,14,1,0,4.1,0.35,3,<3 mins
7/1/2025 20:10,L2,L2-L,3,14,1,0,1,0.557,1,<1 mins
7/1/2025 20:10,L2,L2-M,3,14,1,0,1,0.555,2,<2 mins
7/1/2025 20:10,L2,L2-N,3,14,1,0,4.8,0.368,3,<3 mins
7/1/2025 20:10,L1,L1-A,2,14,1,0,2,0.534,3,<3 mins
7/1/2025 20:10,L1,L1-B,2,14,1,0,1,0.603,1,<1 mins
7/1/2025 20:10,L1,L1-C,2,14,1,0,1,0.611,3,<3 mins
7/1/2025 20:10,L1,L1-D,2,14,1,0,2.8,0.474,1,<1 mins
7/1/2025 20:10,L1,L1-E,2,14,1,0,3.1,0.467,3,<3 mins
7/1/2025 20:10,L1,L1-F,2,14,1,0,3.4,0.435,3,<3 mins
7/1/2025 20:10,L1,L1-G,2,14,1,0,3.6,0.452,5,<5 mins
7/1/2025 20:10,L1,L1-H,2,14,1,0,1,0.596,2,<2 mins
7/1/2025 20:10,L1,L1-I,2,14,1,0,1,0.577,1,<1 mins
7/1/2025 20:10,L1,L1-J,2,14,1,0,1,0.591,3,<3 mins
7/1/2025 20:10,L1,L1-K,2,14,1,0,4.7,0.378,5,<5 mins
7/1/2025 20:10,GF,GF-A,4,14,1,0,2,0.514,3,<3 mins
7/1/2025 20:10,GF,GF-B,4,14,1,0,1,0.632,2,<2 mins
7/1/2025 20:10,GF,GF-C,4,14,1,0,1,0.514,1,<1 mins
7/1/2025 20:10,GF,GF-D,4,14,1,0,3.8,0.435,1,<1 mins
7/1/2025 20:10,GF,GF-E,4,14,1,0,4.4,0.395,5,<5 mins
7/1/2025 20:10,GF,GF-G,4,14,1,0,3.2,0.453,4,<4 mins
7/1/2025 20:10,GF,GF-H,4,14,1,0,1,0.56,4,<4 mins
7/1/2025 20:10,GF,GF-I,4,14,1,0,1,0.583,3,<3 mins
7/1/2025 20:10,GF,GF-J,4,14,1,0,1,0.576,2,<2 mins
7/1/2025 20:10,GF,GF-K,4,14,1,0,4.2,0.399,6,<6 mins
7/1/2025 20:10,LG,LG-A,3,14,1,0,2,0.517,2,<2 mins
7/1/2025 20:10,LG,LG-B,3,14,1,0,2.2,0.478,3,<3 mins
7/1/2025 20:10,LG,LG-C,3,14,1,0,2.5,0.47,2,<2 mins
7/1/2025 20:10,LG,LG-D,3,14,1,0,1,0.532,1,<1 mins
7/1/2025 20:10,LG,LG-E,3,14,1,0,1,0.578,1,<1 mins
7/1/2025 20:10,LG,LG-F,3,14,1,0,3.2,0.431,3,<3 mins
7/1/2025 20:10,LG,LG-G,3,14,1,0,3.4,0.423,3,<3 mins
7/1/2025 20:10,LG,LG-H,3,14,1,0,1,0.576,1,<1 mins
7/1/2025 20:10,LG,LG-I,3,14,1,0,1,0.534,1,<1 mins
7/1/2025 20:10,LG,LG-J,3,14,1,0,4.1,0.384,1,<1 mins
7/1/2025 20:10,LG,LG-K,3,14,1,0,4.3,0.336,2,<2 mins
7/1/2025 20:10,LG,LG-L,3,14,1,0,4.5,0.308,2,<2 mins
7/1/2025 20:10,LG,LG-M,3,14,1,0,4.8,0.346,2,<2 mins
7/1/2025 20:15,L3,L3-A,7,12,1,0,2,0.478,1,<1 mins
7/1/2025 20:15,L3,L3-B,7,12,1,0,2.2,0.474,1,<1 mins
7/1/2025 20:15,L3,L3-C,7,12,1,0,2.4,0.435,2,<2 mins
7/1/2025 20:15,L3,L3-D,7,12,1,0,2.6,0.419,2,<2 mins
7/1/2025 20:15,L3,L3-E,7,12,1,0,1,0.546,2,<2 mins
7/1/2025 20:15,L3,L3-F,7,12,1,0,1,0.518,2,<2 mins
7/1/2025 20:15,L3,L3-G,7,12,1,0,3.2,0.397,2,<2 mins
7/1/2025 20:15,L3,L3-H,7,12,1,0,3.4,0.381,2,<2 mins
7/1/2025 20:15,L3,L3-I,7,12,1,0,3.6,0.35,4,<4 mins
7/1/2025 20:15,L3,L3-J,7,12,1,0,3.8,0.364,4,<4 mins
7/1/2025 20:15,L3,L3-K,7,12,1,0,4,0.355,2,<2 mins
7/1/2025 20:15,L3,L3-L,7,12,1,0,1,0.55,1,<1 mins
7/1/2025 20:15,L3,L3-M,7,12,1,0,1,0.549,2,<2 mins
7/1/2025 20:15,L3,L3-N,7,12,1,0,4.6,0.311,4,<4 mins
7/1/2025 20:15,L3,L3-O,7,12,1,0,4.8,0.309,1,<1 mins
7/1/2025 20:15,L2,L2-A,5,12,1,0,2,0.521,2,<2 mins
7/1/2025 20:15,L2,L2-B,5,12,1,0,2.2,0.479,3,<3 mins
7/1/2025 20:15,L2,L2-C,5,12,1,0,2.4,0.454,6,<6 mins
7/1/2025 20:15,L2,L2-D,5,12,1,0,1,0.596,2,<2 mins
7/1/2025 20:15,L2,L2-E,5,12,1,0,1,0.572,1,<1 mins
7/1/2025 20:15,L2,L2-F,5,12,1,0,3.1,0.413,2,<2 mins
7/1/2025 20:15,L2,L2-G,5,12,1,0,3.3,0.409,1,<1 mins
7/1/2025 20:15,L2,L2-H,5,12,1,0,3.5,0.385,3,<3 mins
7/1/2025 20:15,L2,L2-I,5,12,1,0,3.7,0.394,3,<3 mins
7/1/2025 20:15,L2,L2-J,5,12,1,0,3.9,0.398,3,<3 mins
7/1/2025 20:15,L2,L2-K,5,12,1,0,4.1,0.429,3,<3 mins
7/1/2025 20:15,L2,L2-L,5,12,1,0,1,0.545,2,<2 mins
7/1/2025 20:15,L2,L2-M,5,12,1,0,1,0.569,1,<1 mins
7/1/2025 20:15,L2,L2-N,5,12,1,0,4.8,0.304,4,<4 mins
7/1/2025 20:15,L1,L1-A,1,12,1,0,2,0.497,3,<3 mins
7/1/2025 20:15,L1,L1-B,1,12,1,0,1,0.586,3,<3 mins
7/1/2025 20:15,L1,L1-C,1,12,1,0,1,0.602,1,<1 mins
7/1/2025 20:15,L1,L1-D,1,12,1,0,2.8,0.5,1,<1 mins
7/1/2025 20:15,L1,L1-E,1,12,1,0,3.1,0.497,1,<1 mins
7/1/2025 20:15,L1,L1-F,1,12,1,0,3.4,0.429,2,<2 mins
7/1/2025 20:15,L1,L1-G,1,12,1,0,3.6,0.41,6,<6 mins
7/1/2025 20:15,L1,L1-H,1,12,1,0,1,0.571,3,<3 mins
7/1/2025 20:15,L1,L1-I,1,12,1,0,1,0.575,3,<3 mins
7/1/2025 20:15,L1,L1-J,1,12,1,0,1,0.569,2,<2 mins
7/1/2025 20:15,L1,L1-K,1,12,1,0,4.7,0.361,2,<2 mins
7/1/2025 20:15,GF,GF-A,0,12,1,0,2,0.541,2,<2 mins
7/1/2025 20:15,GF,GF-B,0,12,1,0,1,0.576,2,<2 mins
7/1/2025 20:15,GF,GF-C,0,12,1,0,1,0.566,4,<4 mins
7/1/2025 20:15,GF,GF-D,0,12,1,0,3.8,0.424,2,<2 mins
7/1/2025 20:15,GF,GF-E,0,12,1,0,4.4,0.398,2,<2 mins
7/1/2025 20:15,GF,GF-G,0,12,1,0,3.2,0.455,4,<4 mins
7/1/2025 20:15,GF,GF-H,0,12,1,0,1,0.55,4,<4 mins
7/1/2025 20:15,GF,GF-I,0,12,1,0,1,0.563,4,<4 mins
7/1/2025 20:15,GF,GF-J,0,12,1,0,1,0.582,3,<3 mins
7/1/2025 20:15,GF,GF-K,0,12,1,0,4.2,0.405,4,<4 mins
7/1/2025 20:15,LG,LG-A,6,12,1,0,2,0.485,2,<2 mins
7/1/2025 20:15,LG,LG-B,6,12,1,0,2.2,0.486,1,<1 mins
7/1/2025 20:15,LG,LG-C,6,12,1,0,2.5,0.447,1,<1 mins
7/1/2025 20:15,LG,LG-D,6,12,1,0,1,0.526,3,<3 mins
7/1/2025 20:15,LG,LG-E,6,12,1,0,1,0.569,1,<1 mins
7/1/2025 20:15,LG,LG-F,6,12,1,0,3.2,0.406,2,<2 mins
7/1/2025 20:15,LG,LG-G,6,12,1,0,3.4,0.422,4,<4 mins
7/1/2025 20:15,LG,LG-H,6,12,1,0,1,0.553,1,<1 mins
7/1/2025 20:15,LG,LG-I,6,12,1,0,1,0.521,2,<2 mins
7/1/2025 20:15,LG,LG-J,6,12,1,0,4.1,0.398,4,<4 mins
7/1/2025 20:15,LG,LG-K,6,12,1,0,4.3,0.347,3,<3 mins
7/1/2025 20:15,LG,LG-L,6,12,1,0,4.5,0.317,3,<3 mins
7/1/2025 20:15,LG,LG-M,6,12,1,0,4.8,0.315,3,<3 mins
7/1/2025 20:20,L3,L3-A,6,17,1,0,2,0.511,1,<1 mins
7/1/2025 20:20,L3,L3-B,6,17,1,0,2.2,0.469,1,<1 mins
7/1/2025 20:20,L3,L3-C,6,17,1,0,2.4,0.481,1,<1 mins
7/1/2025 20:20,L3,L3-D,6,17,1,0,2.6,0.463,4,<4 mins
7/1/2025 20:20,L3,L3-E,6,17,1,0,1,0.577,1,<1 mins
7/1/2025 20:20,L3,L3-F,6,17,1,0,1,0.549,3,<3 mins
7/1/2025 20:20,L3,L3-G,6,17,1,0,3.2,0.432,2,<2 mins
7/1/2025 20:20,L3,L3-H,6,17,1,0,3.4,0.402,3,<3 mins
7/1/2025 20:20,L3,L3-I,6,17,1,0,3.6,0.395,3,<3 mins
